0	1	1
9.1032920E-2	2.8991800E-2	1.1920000E-4
9.1032920E-2	9.0036460E-2	1.8197000E-3
9.1032920E-2	1.6167822E-1	1.0145000E-3
9.1032920E-2	2.5730940E-1	3.8279000E-3
9.1032920E-2	4.0950560E-1	-4.3492000E-3
9.1032920E-2	7.3534800E-1	2.3757000E-3
9.1032920E-2	2.2836840E0	-5.0312000E-3
2.8271020E-1	2.8991800E-2	-2.1262000E-5
2.8271020E-1	9.0036460E-2	3.4677000E-3
2.8271020E-1	1.6167822E-1	1.0217000E-2
2.8271020E-1	2.5730940E-1	6.5791000E-2
2.8271020E-1	4.0950560E-1	1.0038000E-1
2.8271020E-1	7.3534800E-1	-5.6374000E-2
2.8271020E-1	2.2836840E0	7.8794000E-3
5.0766200E-1	2.8991800E-2	4.6015000E-4
5.0766200E-1	9.0036460E-2	8.8444000E-4
5.0766200E-1	1.6167822E-1	-7.5726000E-3
5.0766200E-1	2.5730940E-1	-1.1311000E-1
5.0766200E-1	4.0950560E-1	4.2047000E-2
5.0766200E-1	7.3534800E-1	7.1397000E-1
5.0766200E-1	2.2836840E0	-3.9172000E-2
8.0793960E-1	2.8991800E-2	-1.9755000E-3
8.0793960E-1	9.0036460E-2	-2.3645000E-2
8.0793960E-1	1.6167822E-1	-6.7159000E-2
8.0793960E-1	2.5730940E-1	1.1193000E-1
8.0793960E-1	4.0950560E-1	-6.6498000E-1
8.0793960E-1	7.3534800E-1	-9.9989000E-1
8.0793960E-1	2.2836840E0	2.7743000E-1
1.2858284E0	2.8991800E-2	1.3161000E-3
1.2858284E0	9.0036460E-2	1.0343000E-3
1.2858284E0	1.6167822E-1	1.1133000E-1
1.2858284E0	2.5730940E-1	-3.5229000E-1
1.2858284E0	4.0950560E-1	7.3931000E-1
1.2858284E0	7.3534800E-1	-4.8449000E-1
1.2858284E0	2.2836840E0	-5.8970000E-1
2.3089580E0	2.8991800E-2	5.0856000E-4
2.3089580E0	9.0036460E-2	2.8786000E-2
2.3089580E0	1.6167822E-1	-5.1807000E-2
2.3089580E0	2.5730940E-1	4.0697000E-1
2.3089580E0	4.0950560E-1	-1.8114000E-1
2.3089580E0	7.3534800E-1	1.1995000E0
2.3089580E0	2.2836840E0	4.3580000E-1
7.1706620E0	2.8991800E-2	-3.1280000E-6
7.1706620E0	9.0036460E-2	-6.2499000E-4
7.1706620E0	1.6167822E-1	1.1527000E-3
7.1706620E0	2.5730940E-1	-1.6500000E-2
7.1706620E0	4.0950560E-1	6.4398000E-3
7.1706620E0	7.3534800E-1	-6.0644000E-3
7.1706620E0	2.2836840E0	-3.6469000E-3
2	1	1
9.1032920E-2	2.8991800E-2	4.7637000E-7
9.1032920E-2	9.0036460E-2	1.2836000E-5
9.1032920E-2	1.6167822E-1	-6.1856000E-6
9.1032920E-2	2.5730940E-1	1.5853000E-4
9.1032920E-2	4.0950560E-1	-1.2829000E-4
9.1032920E-2	7.3534800E-1	-8.7440000E-6
9.1032920E-2	2.2836840E0	6.5545000E-6
2.8271020E-1	2.8991800E-2	6.2107000E-6
2.8271020E-1	9.0036460E-2	3.1398000E-4
2.8271020E-1	1.6167822E-1	1.2402000E-3
2.8271020E-1	2.5730940E-1	-9.8039000E-5
2.8271020E-1	4.0950560E-1	5.5293000E-3
2.8271020E-1	7.3534800E-1	-9.0821000E-4
2.8271020E-1	2.2836840E0	2.7063000E-4
5.0766200E-1	2.8991800E-2	3.3335000E-6
5.0766200E-1	9.0036460E-2	-5.1597000E-4
5.0766200E-1	1.6167822E-1	1.0285000E-4
5.0766200E-1	2.5730940E-1	6.5636000E-3
5.0766200E-1	4.0950560E-1	1.6663000E-2
5.0766200E-1	7.3534800E-1	2.0001000E-2
5.0766200E-1	2.2836840E0	-8.9230000E-3
8.0793960E-1	2.8991800E-2	-3.4837000E-5
8.0793960E-1	9.0036460E-2	2.8507000E-3
8.0793960E-1	1.6167822E-1	-6.2551000E-3
8.0793960E-1	2.5730940E-1	1.9031000E-2
8.0793960E-1	4.0950560E-1	-5.3757000E-2
8.0793960E-1	7.3534800E-1	1.0538000E-1
8.0793960E-1	2.2836840E0	4.6751000E-2
1.2858284E0	2.8991800E-2	1.0129000E-6
1.2858284E0	9.0036460E-2	-6.6421000E-3
1.2858284E0	1.6167822E-1	1.3460000E-3
1.2858284E0	2.5730940E-1	-6.0960000E-2
1.2858284E0	4.0950560E-1	5.9228000E-3
1.2858284E0	7.3534800E-1	-2.7160000E-1
1.2858284E0	2.2836840E0	-4.7968000E-2
2.3089580E0	2.8991800E-2	9.1316000E-6
2.3089580E0	9.0036460E-2	-1.4373000E-3
2.3089580E0	1.6167822E-1	7.7316000E-3
2.3089580E0	2.5730940E-1	-4.5915000E-2
2.3089580E0	4.0950560E-1	-2.5560000E-3
2.3089580E0	7.3534800E-1	-1.6777000E-1
2.3089580E0	2.2836840E0	-7.3573000E-2
7.1706620E0	2.8991800E-2	-1.0594000E-7
7.1706620E0	9.0036460E-2	-1.5548000E-4
7.1706620E0	1.6167822E-1	-1.9732000E-3
7.1706620E0	2.5730940E-1	2.5769000E-3
7.1706620E0	4.0950560E-1	2.0978000E-2
7.1706620E0	7.3534800E-1	1.3870000E-2
7.1706620E0	2.2836840E0	3.1833000E-4
2	1	2
9.1032920E-2	2.8991800E-2	5.1312000E-7
9.1032920E-2	9.0036460E-2	1.2609000E-5
9.1032920E-2	1.6167822E-1	7.2076000E-6
9.1032920E-2	2.5730940E-1	3.1215000E-5
9.1032920E-2	4.0950560E-1	-4.4377000E-5
9.1032920E-2	7.3534800E-1	4.4658000E-6
9.1032920E-2	2.2836840E0	-2.9382000E-6
2.8271020E-1	2.8991800E-2	1.9907000E-6
2.8271020E-1	9.0036460E-2	1.9750000E-4
2.8271020E-1	1.6167822E-1	4.6210000E-4
2.8271020E-1	2.5730940E-1	1.9777000E-3
2.8271020E-1	4.0950560E-1	1.5268000E-3
2.8271020E-1	7.3534800E-1	5.4659000E-5
2.8271020E-1	2.2836840E0	2.2562000E-4
5.0766200E-1	2.8991800E-2	8.0595000E-6
5.0766200E-1	9.0036460E-2	-1.7166000E-4
5.0766200E-1	1.6167822E-1	1.5466000E-3
5.0766200E-1	2.5730940E-1	-3.9152000E-3
5.0766200E-1	4.0950560E-1	1.9471000E-2
5.0766200E-1	7.3534800E-1	9.0604000E-3
5.0766200E-1	2.2836840E0	-4.3441000E-3
8.0793960E-1	2.8991800E-2	-3.0388000E-5
8.0793960E-1	9.0036460E-2	1.4358000E-3
8.0793960E-1	1.6167822E-1	-6.9795000E-3
8.0793960E-1	2.5730940E-1	2.9017000E-2
8.0793960E-1	4.0950560E-1	-4.3695000E-2
8.0793960E-1	7.3534800E-1	9.2223000E-2
8.0793960E-1	2.2836840E0	2.6068000E-2
1.2858284E0	2.8991800E-2	1.5742000E-6
1.2858284E0	9.0036460E-2	-3.8417000E-3
1.2858284E0	1.6167822E-1	2.8852000E-3
1.2858284E0	2.5730940E-1	-5.5071000E-2
