1.00000e-02	3.99933e-03	3.99933e-03
2.00000e-02	7.99794e-03	7.99693e-03
3.00000e-02	1.19948e-02	1.19898e-02
4.00000e-02	1.59893e-02	1.59753e-02
5.00000e-02	1.99809e-02	1.99508e-02
6.00000e-02	2.39690e-02	2.39138e-02
7.00000e-02	2.79529e-02	2.78617e-02
8.00000e-02	3.19320e-02	3.17920e-02
9.00000e-02	3.59058e-02	3.57021e-02
1.00000e-01	3.98736e-02	3.95896e-02
1.10000e-01	4.38349e-02	4.34519e-02
1.20000e-01	4.77890e-02	4.72867e-02
1.30000e-01	5.17354e-02	5.10914e-02
1.40000e-01	5.56734e-02	5.48638e-02
1.50000e-01	5.96025e-02	5.86013e-02
1.60000e-01	6.35221e-02	6.23018e-02
1.70000e-01	6.74314e-02	6.59627e-02
1.80000e-01	7.13300e-02	6.95820e-02
1.90000e-01	7.52173e-02	7.31573e-02
2.00000e-01	7.90925e-02	7.66863e-02
2.10000e-01	8.29551e-02	8.01670e-02
2.20000e-01	8.68045e-02	8.35971e-02
2.30000e-01	9.06400e-02	8.69745e-02
2.40000e-01	9.44610e-02	9.02972e-02
2.50000e-01	9.82669e-02	9.35630e-02
2.60000e-01	1.02057e-01	9.67701e-02
2.70000e-01	1.05831e-01	9.99164e-02
2.80000e-01	1.09587e-01	1.03000e-01
2.90000e-01	1.13326e-01	1.06019e-01
3.00000e-01	1.17047e-01	1.08971e-01
3.10000e-01	1.20748e-01	1.11856e-01
3.20000e-01	1.24430e-01	1.14670e-01
3.30000e-01	1.28092e-01	1.17413e-01
3.40000e-01	1.31732e-01	1.20082e-01
3.50000e-01	1.35350e-01	1.22676e-01
3.60000e-01	1.38947e-01	1.25193e-01
3.70000e-01	1.42519e-01	1.27633e-01
3.80000e-01	1.46069e-01	1.29992e-01
3.90000e-01	1.49593e-01	1.32271e-01
4.00000e-01	1.53092e-01	1.34467e-01
4.10000e-01	1.56565e-01	1.36579e-01
4.20000e-01	1.60012e-01	1.38606e-01
4.30000e-01	1.63431e-01	1.40547e-01
4.40000e-01	1.66821e-01	1.42400e-01
4.50000e-01	1.70183e-01	1.44164e-01
4.60000e-01	1.73515e-01	1.45838e-01
4.70000e-01	1.76816e-01	1.47422e-01
4.80000e-01	1.80086e-01	1.48913e-01
4.90000e-01	1.83325e-01	1.50312e-01
5.00000e-01	1.86530e-01	1.51617e-01
5.10000e-01	1.89702e-01	1.52827e-01
5.20000e-01	1.92839e-01	1.53942e-01
5.30000e-01	1.95941e-01	1.54960e-01
5.40000e-01	1.99007e-01	1.55882e-01
5.50000e-01	2.02037e-01	1.56706e-01
5.60000e-01	2.05029e-01	1.57432e-01
5.70000e-01	2.07983e-01	1.58060e-01
5.80000e-01	2.10897e-01	1.58588e-01
5.90000e-01	2.13772e-01	1.59016e-01
6.00000e-01	2.16606e-01	1.59345e-01
6.10000e-01	2.19398e-01	1.59574e-01
6.20000e-01	2.22148e-01	1.59701e-01
6.30000e-01	2.24855e-01	1.59728e-01
6.40000e-01	2.27517e-01	1.59654e-01
6.50000e-01	2.30135e-01	1.59479e-01
6.60000e-01	2.32708e-01	1.59203e-01
6.70000e-01	2.35233e-01	1.58825e-01
6.80000e-01	2.37712e-01	1.58346e-01
6.90000e-01	2.40143e-01	1.57766e-01
7.00000e-01	2.42524e-01	1.57085e-01
7.10000e-01	2.44857e-01	1.56304e-01
7.20000e-01	2.47138e-01	1.55421e-01
7.30000e-01	2.49369e-01	1.54438e-01
7.40000e-01	2.51547e-01	1.53355e-01
7.50000e-01	2.53673e-01	1.52173e-01
7.60000e-01	2.55744e-01	1.50891e-01
7.70000e-01	2.57762e-01	1.49510e-01
7.80000e-01	2.59724e-01	1.48031e-01
7.90000e-01	2.61631e-01	1.46454e-01
8.00000e-01	2.63480e-01	1.44780e-01
